virus,treatment,material,temperature,humidity,time,dilution,replicate,virus_detect,comment,target_temperature,caron_chamber,experiment_id,evap_class_id,transient_class_id,material_id,titer_id,replicate_set_id,target_humidity
SARS-CoV-1,Untreated,Plastic,22,40,0,-2,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-3,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,0,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,1,1,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-1,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-1,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-1,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-1,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-2,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-2,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-2,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-2,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,1,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,2,2,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-1,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-1,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-1,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-1,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-2,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-2,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-2,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-2,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,4,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,3,3,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-1,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-1,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-1,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-1,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-2,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-2,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-2,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-2,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,8,-7,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,4,4,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,0,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-1,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-1,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-1,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-1,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-2,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-2,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-2,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-2,1,1,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-3,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-4,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-5,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
SARS-CoV-1,Untreated,Plastic,22,40,24,-6,1,0,"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",22,FALSE,1,1,1,1,5,5,0.4
